E3: .word 32, 32
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,0,0,0,0,0,0,0,0,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,0,0,0,144,144,144,144,153,144,144,144,0,0,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,0,0,144,144,144,144,226,226,226,226,153,153,153,144,144,0,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,0,144,144,153,153,153,226,226,226,234,226,226,226,226,226,144,144,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,0,144,144,144,153,226,226,226,234,234,234,234,234,234,226,226,144,144,144,0,199,199,199,199,199,199,
199,199,199,199,199,199,0,144,144,144,153,226,226,226,226,234,234,234,234,234,226,226,153,144,144,0,199,199,199,199,199,199,
199,199,199,199,199,199,0,144,144,144,153,226,226,226,226,234,234,234,234,234,226,226,153,144,144,0,199,199,199,199,199,199,
199,199,199,199,199,199,0,144,144,144,153,226,226,226,226,234,234,234,234,234,226,226,153,144,144,0,199,199,199,199,199,199,
199,199,199,199,199,0,144,144,144,153,153,226,226,226,226,226,226,234,226,226,226,226,153,144,144,144,0,199,199,199,199,199,
199,199,199,199,199,199,0,144,153,153,153,153,153,226,226,226,226,226,226,226,226,226,144,144,144,144,0,199,199,199,199,199,
199,199,199,199,199,199,199,0,144,144,144,144,144,144,226,226,226,226,226,226,226,144,144,144,144,144,0,199,199,199,199,199,
199,199,199,199,199,199,199,199,0,144,144,165,165,144,144,144,144,144,144,144,144,144,144,144,144,144,0,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,0,0,165,165,165,165,165,165,144,144,144,144,144,144,144,0,0,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,0,175,175,175,175,165,165,144,144,144,144,144,144,144,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,0,175,175,175,175,175,144,144,144,144,144,144,144,144,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,80,234,234,92,92,234,234,234,144,144,144,0,0,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,0,244,244,244,247,247,247,244,244,244,244,234,0,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,0,234,246,247,247,247,244,247,244,80,244,244,165,165,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,0,162,234,247,247,246,244,244,244,80,80,80,165,175,165,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,0,162,244,246,246,80,80,80,80,80,80,165,165,175,165,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,0,165,80,80,80,80,80,80,80,80,80,165,175,175,0,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,0,165,80,80,80,80,144,226,216,80,80,80,175,175,0,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,0,80,216,226,234,243,243,243,234,216,216,144,80,0,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,0,144,216,226,243,243,243,234,234,226,144,144,80,80,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,0,216,216,234,243,243,243,234,216,144,144,80,80,0,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,0,216,243,243,234,234,234,0,0,0,0,0,0,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,0,216,243,234,80,80,0,0,80,80,80,0,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,234,243,243,226,0,0,0,144,144,144,80,0,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,0,234,243,243,234,0,0,199,144,144,216,153,144,80,0,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,0,216,234,243,243,234,80,199,199,199,199,216,234,216,80,0,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,0,0,216,243,234,216,80,199,199,199,226,243,243,144,80,0,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,0,0,216,216,0,0,199,199,199,80,144,144,80,80,0,199,199,199,199,199,199,199,199,


