merchant: .word 32, 32
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,3,3,3,3,3,3,3,3,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,3,3,4,4,4,4,4,4,3,3,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,3,3,4,6,6,6,6,6,6,4,3,3,199,199,199,199,199,199,199,199,199,199,
199,199,3,3,3,199,199,199,199,3,4,4,6,87,6,6,6,6,87,6,4,4,3,199,199,199,199,3,3,3,199,199,
199,199,3,4,3,3,3,199,3,4,4,6,87,87,87,87,87,87,87,87,6,4,4,3,199,3,3,3,4,3,199,199,
199,199,199,3,4,4,3,3,3,4,80,80,80,87,87,87,87,87,87,80,80,80,4,3,3,3,4,4,3,199,199,199,
199,199,199,199,3,6,4,3,3,4,80,89,89,80,87,87,87,87,80,89,89,80,4,3,3,4,6,3,199,199,199,199,
199,199,199,199,199,3,6,4,3,4,80,89,249,89,87,4,4,87,89,249,89,80,4,3,4,6,3,199,199,199,199,199,
199,199,199,199,199,199,3,6,3,3,4,80,89,249,4,3,3,4,249,89,80,4,3,3,6,3,199,199,199,199,199,199,
199,199,199,199,199,199,3,4,6,3,4,4,6,87,4,3,3,4,87,6,4,4,3,6,4,3,199,199,199,199,199,199,
199,199,199,199,199,199,199,3,3,3,3,4,4,6,6,87,87,6,6,4,4,3,3,3,3,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,3,3,4,4,6,6,6,6,4,4,3,3,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,3,3,4,4,4,4,4,4,3,3,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,0,9,139,130,4,4,130,139,9,0,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,0,18,246,9,130,220,229,229,220,130,9,246,18,0,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,0,0,246,246,18,139,130,18,18,130,139,18,246,246,0,0,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,0,0,9,246,18,18,27,54,54,54,54,27,18,18,246,9,0,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,0,0,9,9,246,18,18,27,27,27,27,27,27,18,18,246,9,9,0,0,199,199,199,199,199,199,
199,199,199,199,199,0,4,6,9,9,246,18,27,27,54,54,54,54,27,27,18,246,9,9,6,4,0,199,199,199,199,199,
199,199,199,199,199,0,6,4,9,9,246,18,18,27,27,27,27,27,27,18,18,246,9,9,4,6,0,199,199,199,199,199,
199,199,199,199,199,0,4,3,9,9,246,9,18,27,54,54,54,54,27,18,9,246,9,9,3,4,0,199,199,199,199,199,
199,199,199,199,199,199,0,3,9,9,246,9,9,18,27,27,27,27,18,9,9,246,9,9,3,0,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,0,9,246,9,9,18,18,18,18,18,18,9,9,246,9,0,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,80,89,246,9,9,18,18,18,18,9,9,246,89,80,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,80,89,89,246,9,9,9,9,9,9,246,89,89,80,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,80,89,161,89,80,80,80,80,80,80,89,161,89,80,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,80,89,89,89,89,199,199,199,199,89,89,89,89,80,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,6,6,4,3,80,80,199,199,199,199,80,80,3,4,6,6,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,6,4,4,3,3,3,3,199,199,199,199,3,3,3,3,4,4,6,199,199,199,199,199,199,199,


